age,job,marital,education,balance,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
32,management,married,tertiary,184,cellular,14,jul,238,3,-1,0,unknown,no
39,technician,single,secondary,287,cellular,14,jul,84,3,-1,0,unknown,no
60,retired,married,tertiary,0,telephone,14,jul,363,3,-1,0,unknown,no
28,services,married,secondary,7,cellular,14,jul,226,4,-1,0,unknown,no
55,blue-collar,married,secondary,34,cellular,14,jul,97,3,-1,0,unknown,no
43,services,married,secondary,-416,cellular,14,jul,80,3,-1,0,unknown,no
46,admin.,single,unknown,2273,cellular,14,jul,187,3,-1,0,unknown,no
28,management,single,secondary,62,cellular,14,jul,467,3,-1,0,unknown,no
48,blue-collar,married,secondary,101,cellular,14,jul,549,3,-1,0,unknown,no
33,technician,single,secondary,390,cellular,14,jul,254,2,-1,0,unknown,no
32,management,married,tertiary,8300,cellular,14,jul,460,3,-1,0,unknown,no
46,management,married,tertiary,0,cellular,14,jul,247,2,-1,0,unknown,no
43,management,married,tertiary,0,cellular,14,jul,1153,3,-1,0,unknown,yes
32,management,married,tertiary,210,cellular,14,jul,121,3,-1,0,unknown,no
46,blue-collar,married,secondary,922,cellular,14,jul,151,2,-1,0,unknown,no
49,entrepreneur,married,secondary,1916,telephone,14,jul,281,3,-1,0,unknown,no
27,housemaid,married,primary,-238,cellular,14,jul,132,4,-1,0,unknown,no
33,entrepreneur,single,tertiary,75,cellular,14,jul,126,3,-1,0,unknown,no
34,management,single,tertiary,344,cellular,14,jul,56,3,-1,0,unknown,no
35,technician,married,secondary,1140,cellular,14,jul,69,2,-1,0,unknown,no
45,blue-collar,single,secondary,91,cellular,14,jul,55,2,-1,0,unknown,no
48,retired,married,secondary,67,telephone,14,jul,251,2,-1,0,unknown,no
48,management,married,tertiary,308,cellular,14,jul,125,5,-1,0,unknown,no
35,blue-collar,single,primary,-230,cellular,14,jul,183,3,-1,0,unknown,no
36,management,married,tertiary,0,cellular,14,jul,119,2,-1,0,unknown,no
59,retired,married,secondary,2291,cellular,14,jul,127,3,-1,0,unknown,no
43,blue-collar,single,tertiary,1344,cellular,14,jul,74,2,-1,0,unknown,no
36,management,married,tertiary,327,cellular,14,jul,74,6,-1,0,unknown,no
34,services,single,secondary,313,cellular,14,jul,634,3,-1,0,unknown,no
52,technician,married,tertiary,1416,cellular,14,jul,297,3,-1,0,unknown,no
60,management,divorced,primary,21,telephone,14,jul,113,3,-1,0,unknown,no
32,technician,single,tertiary,47,cellular,14,jul,213,3,-1,0,unknown,no
44,blue-collar,divorced,secondary,272,cellular,14,jul,51,2,-1,0,unknown,no
36,entrepreneur,married,tertiary,733,telephone,14,jul,124,12,-1,0,unknown,no
50,management,married,tertiary,1622,cellular,14,jul,58,11,-1,0,unknown,no
54,management,married,secondary,1987,cellular,14,jul,219,3,-1,0,unknown,no
32,admin.,married,secondary,-169,telephone,14,jul,310,3,-1,0,unknown,no
37,blue-collar,married,secondary,223,cellular,14,jul,144,2,-1,0,unknown,no
37,housemaid,married,primary,577,cellular,14,jul,76,2,-1,0,unknown,no
32,technician,married,secondary,396,cellular,14,jul,41,2,-1,0,unknown,no
32,blue-collar,married,secondary,596,cellular,14,jul,397,3,-1,0,unknown,no
28,technician,married,secondary,2919,cellular,14,jul,101,3,-1,0,unknown,no
33,blue-collar,married,secondary,0,telephone,14,jul,305,3,-1,0,unknown,no
47,admin.,single,secondary,-331,cellular,14,jul,227,4,-1,0,unknown,no
50,blue-collar,married,primary,1580,cellular,14,jul,111,3,-1,0,unknown,no
53,retired,divorced,primary,-24,cellular,14,jul,319,3,-1,0,unknown,no
38,technician,married,secondary,976,cellular,14,jul,766,3,-1,0,unknown,yes
54,services,married,secondary,171,cellular,14,jul,673,8,-1,0,unknown,no
32,technician,married,tertiary,240,cellular,14,jul,86,3,-1,0,unknown,no
37,entrepreneur,married,tertiary,41,cellular,14,jul,388,3,-1,0,unknown,no
32,blue-collar,married,secondary,2353,cellular,14,jul,334,3,-1,0,unknown,no
54,admin.,divorced,unknown,0,cellular,14,jul,191,3,-1,0,unknown,no
47,admin.,married,secondary,104,cellular,14,jul,77,2,-1,0,unknown,no
42,services,divorced,unknown,-291,cellular,14,jul,129,2,-1,0,unknown,no
49,services,married,secondary,280,telephone,14,jul,162,3,-1,0,unknown,no
45,technician,divorced,secondary,-14,cellular,14,jul,292,3,-1,0,unknown,no
44,blue-collar,married,primary,3113,cellular,14,jul,331,2,-1,0,unknown,no
34,entrepreneur,married,tertiary,146,cellular,14,jul,788,2,-1,0,unknown,yes
34,management,married,tertiary,-123,cellular,14,jul,64,3,-1,0,unknown,no
49,services,married,primary,784,cellular,14,jul,171,4,-1,0,unknown,no
42,services,married,secondary,-369,cellular,14,jul,72,3,-1,0,unknown,no
43,housemaid,married,primary,1491,telephone,14,jul,105,3,-1,0,unknown,no
40,blue-collar,single,primary,45,cellular,14,jul,106,4,-1,0,unknown,no
41,management,married,tertiary,783,cellular,14,jul,126,3,-1,0,unknown,no
47,management,divorced,tertiary,0,cellular,14,jul,122,2,-1,0,unknown,no
43,blue-collar,divorced,primary,-76,cellular,14,jul,124,3,-1,0,unknown,no
35,services,single,secondary,417,cellular,14,jul,201,3,-1,0,unknown,no
34,blue-collar,married,secondary,855,cellular,14,jul,616,3,-1,0,unknown,no
50,management,married,tertiary,6739,cellular,14,jul,68,3,-1,0,unknown,no
52,self-employed,married,secondary,248,cellular,14,jul,245,3,-1,0,unknown,no
32,management,married,tertiary,2,cellular,14,jul,79,3,-1,0,unknown,no
50,technician,married,secondary,85,cellular,14,jul,130,3,-1,0,unknown,no
40,blue-collar,married,secondary,1539,cellular,14,jul,204,3,-1,0,unknown,no
58,self-employed,married,tertiary,327,cellular,14,jul,145,2,-1,0,unknown,no
40,blue-collar,married,unknown,0,cellular,14,jul,699,3,-1,0,unknown,no
29,technician,married,unknown,627,cellular,14,jul,140,2,-1,0,unknown,no
30,blue-collar,single,secondary,0,cellular,14,jul,768,2,-1,0,unknown,no
50,technician,married,secondary,156,cellular,14,jul,1130,3,-1,0,unknown,yes
41,management,married,tertiary,3016,cellular,14,jul,80,3,-1,0,unknown,no
43,technician,single,secondary,145,cellular,14,jul,341,3,-1,0,unknown,no
57,admin.,married,secondary,808,cellular,14,jul,417,3,-1,0,unknown,no
45,technician,married,secondary,144,cellular,14,jul,154,4,-1,0,unknown,no
42,management,married,tertiary,831,cellular,14,jul,455,3,-1,0,unknown,no
53,management,married,tertiary,0,cellular,14,jul,85,3,-1,0,unknown,no
49,management,married,tertiary,261,cellular,14,jul,225,2,-1,0,unknown,no
27,admin.,married,secondary,639,cellular,14,jul,243,3,-1,0,unknown,no
57,retired,married,secondary,107,cellular,14,jul,85,2,-1,0,unknown,no
29,housemaid,married,secondary,85,cellular,14,jul,76,2,-1,0,unknown,no
33,services,married,secondary,0,cellular,14,jul,163,2,-1,0,unknown,no
43,unemployed,single,tertiary,408,cellular,14,jul,568,8,-1,0,unknown,no
35,blue-collar,married,secondary,-102,cellular,14,jul,334,3,-1,0,unknown,no
43,admin.,married,tertiary,189,cellular,14,jul,1062,4,-1,0,unknown,yes
52,technician,divorced,secondary,280,cellular,14,jul,393,5,-1,0,unknown,no
51,self-employed,married,tertiary,50,cellular,14,jul,364,3,-1,0,unknown,no
31,technician,married,secondary,0,cellular,14,jul,229,3,-1,0,unknown,no
31,management,married,tertiary,0,cellular,14,jul,118,4,-1,0,unknown,no
39,entrepreneur,married,tertiary,0,cellular,14,jul,111,2,-1,0,unknown,no
29,blue-collar,married,secondary,-191,cellular,14,jul,115,2,-1,0,unknown,no
57,technician,married,primary,1276,cellular,14,jul,103,4,-1,0,unknown,no
42,services,married,secondary,86,cellular,14,jul,385,3,-1,0,unknown,no
35,admin.,divorced,secondary,0,cellular,14,jul,245,2,-1,0,unknown,no
41,technician,married,secondary,-1,cellular,14,jul,140,2,-1,0,unknown,no
35,management,single,tertiary,31,cellular,14,jul,124,3,-1,0,unknown,no
41,services,divorced,secondary,0,cellular,14,jul,93,3,-1,0,unknown,no
30,blue-collar,single,secondary,332,cellular,14,jul,465,3,-1,0,unknown,no
52,technician,married,secondary,279,cellular,14,jul,197,3,-1,0,unknown,no
43,technician,married,primary,-441,cellular,14,jul,216,3,-1,0,unknown,no
37,technician,single,secondary,1780,cellular,14,jul,392,4,-1,0,unknown,no
57,retired,divorced,secondary,24,cellular,14,jul,407,2,-1,0,unknown,no
47,technician,married,secondary,0,telephone,14,jul,81,2,-1,0,unknown,no
43,services,married,secondary,778,cellular,14,jul,619,2,-1,0,unknown,no
54,retired,married,secondary,522,cellular,14,jul,81,3,-1,0,unknown,no
54,retired,divorced,primary,308,cellular,14,jul,248,3,-1,0,unknown,no
39,services,married,secondary,1068,cellular,14,jul,214,3,-1,0,unknown,no
37,technician,married,secondary,1328,cellular,14,jul,201,3,-1,0,unknown,no
33,admin.,single,secondary,-110,cellular,14,jul,425,3,-1,0,unknown,no
44,admin.,divorced,secondary,163,cellular,14,jul,1669,2,-1,0,unknown,yes
45,technician,single,secondary,1196,cellular,14,jul,108,6,-1,0,unknown,no
35,technician,married,secondary,0,cellular,14,jul,460,3,-1,0,unknown,no
53,blue-collar,married,secondary,2231,cellular,14,jul,272,3,-1,0,unknown,no
33,admin.,single,secondary,0,cellular,14,jul,166,3,-1,0,unknown,no
53,technician,single,tertiary,118,cellular,14,jul,431,3,-1,0,unknown,no
39,housemaid,married,primary,34,cellular,14,jul,377,3,-1,0,unknown,no
33,services,married,primary,908,cellular,14,jul,184,2,-1,0,unknown,no
53,management,divorced,tertiary,0,cellular,14,jul,119,3,-1,0,unknown,no
40,services,divorced,secondary,160,cellular,14,jul,123,3,-1,0,unknown,no
40,management,married,tertiary,0,cellular,14,jul,109,8,-1,0,unknown,no
51,management,divorced,tertiary,-2282,cellular,14,jul,301,6,-1,0,unknown,no
41,technician,divorced,tertiary,533,cellular,14,jul,257,4,-1,0,unknown,no
29,admin.,married,secondary,97,cellular,14,jul,136,6,-1,0,unknown,no
35,housemaid,married,primary,0,cellular,14,jul,340,3,-1,0,unknown,no
31,blue-collar,single,secondary,0,cellular,14,jul,387,2,-1,0,unknown,no
34,blue-collar,married,primary,351,cellular,14,jul,326,11,-1,0,unknown,no
43,technician,married,secondary,764,cellular,14,jul,557,5,-1,0,unknown,no
55,admin.,married,secondary,541,cellular,14,jul,512,3,-1,0,unknown,no
50,technician,married,secondary,2406,telephone,14,jul,197,5,-1,0,unknown,no
43,blue-collar,single,secondary,615,cellular,14,jul,97,4,-1,0,unknown,no
39,admin.,married,secondary,350,telephone,14,jul,109,6,-1,0,unknown,no
34,admin.,divorced,secondary,0,cellular,14,jul,194,3,-1,0,unknown,no
58,technician,single,secondary,409,cellular,14,jul,643,2,-1,0,unknown,no
28,management,divorced,secondary,-76,cellular,14,jul,1271,2,-1,0,unknown,no
53,blue-collar,married,secondary,-162,cellular,14,jul,81,6,-1,0,unknown,no
30,technician,married,secondary,-287,cellular,14,jul,244,3,-1,0,unknown,no
51,services,divorced,secondary,242,cellular,14,jul,1336,4,-1,0,unknown,yes
50,management,married,tertiary,305,telephone,14,jul,111,3,-1,0,unknown,no
47,blue-collar,married,secondary,1875,cellular,14,jul,157,3,-1,0,unknown,no
55,entrepreneur,married,secondary,204,cellular,14,jul,455,13,-1,0,unknown,no
52,admin.,married,primary,0,cellular,14,jul,218,3,-1,0,unknown,no
31,management,married,tertiary,153,cellular,14,jul,118,3,-1,0,unknown,no
31,technician,married,secondary,1173,cellular,14,jul,444,3,-1,0,unknown,yes
58,retired,married,primary,1987,telephone,14,jul,185,4,-1,0,unknown,no
32,technician,single,tertiary,418,cellular,14,jul,138,3,-1,0,unknown,no
50,technician,married,secondary,2,cellular,14,jul,171,3,-1,0,unknown,no
48,blue-collar,married,secondary,742,cellular,14,jul,304,4,-1,0,unknown,no
57,technician,divorced,secondary,-305,cellular,14,jul,43,4,-1,0,unknown,no
35,technician,married,secondary,0,telephone,14,jul,167,4,-1,0,unknown,no
31,technician,married,secondary,0,cellular,14,jul,347,4,-1,0,unknown,no
32,admin.,married,secondary,7522,cellular,14,jul,240,3,-1,0,unknown,no
36,housemaid,married,primary,4324,cellular,14,jul,565,4,-1,0,unknown,no
40,management,married,primary,-90,telephone,14,jul,716,3,-1,0,unknown,no
42,admin.,divorced,secondary,-249,cellular,14,jul,149,3,-1,0,unknown,no
51,technician,divorced,secondary,-406,cellular,14,jul,150,4,-1,0,unknown,no
36,blue-collar,married,primary,1580,cellular,14,jul,615,3,-1,0,unknown,no
39,blue-collar,married,secondary,498,cellular,14,jul,149,4,-1,0,unknown,no
39,blue-collar,married,secondary,142,cellular,14,jul,424,4,-1,0,unknown,no
47,entrepreneur,married,tertiary,3659,cellular,14,jul,364,4,-1,0,unknown,no
36,management,single,primary,51,telephone,14,jul,179,3,-1,0,unknown,no
37,admin.,married,secondary,0,cellular,14,jul,235,3,-1,0,unknown,no
37,services,married,secondary,0,cellular,14,jul,330,4,-1,0,unknown,no
59,blue-collar,married,primary,0,telephone,14,jul,160,10,-1,0,unknown,no
36,blue-collar,married,primary,223,unknown,14,jul,12,3,-1,0,unknown,no
31,admin.,married,secondary,23,cellular,14,jul,77,3,-1,0,unknown,no
48,housemaid,divorced,secondary,-621,cellular,14,jul,552,3,-1,0,unknown,no
46,blue-collar,married,secondary,211,cellular,14,jul,36,2,-1,0,unknown,no
29,services,single,secondary,184,cellular,14,jul,46,3,-1,0,unknown,no
36,blue-collar,married,secondary,-128,telephone,14,jul,821,3,-1,0,unknown,no
49,technician,married,secondary,204,telephone,14,jul,198,5,-1,0,unknown,no
39,technician,married,tertiary,0,cellular,14,jul,894,7,-1,0,unknown,yes
38,blue-collar,single,tertiary,263,cellular,14,jul,84,6,-1,0,unknown,no
43,self-employed,married,secondary,274,cellular,14,jul,335,4,-1,0,unknown,no
33,admin.,married,secondary,1114,cellular,14,jul,250,3,-1,0,unknown,no
33,technician,married,tertiary,40,cellular,14,jul,110,3,-1,0,unknown,no
36,blue-collar,married,secondary,-194,cellular,14,jul,133,3,-1,0,unknown,no
34,services,married,secondary,0,cellular,14,jul,78,4,-1,0,unknown,no
27,admin.,divorced,secondary,0,cellular,14,jul,227,4,-1,0,unknown,no
40,admin.,married,secondary,79,cellular,14,jul,223,3,-1,0,unknown,no
44,housemaid,married,primary,241,telephone,14,jul,164,3,-1,0,unknown,no
29,technician,married,secondary,428,cellular,14,jul,131,4,-1,0,unknown,no
38,admin.,married,secondary,-295,cellular,14,jul,356,3,-1,0,unknown,no
27,blue-collar,divorced,secondary,1,cellular,14,jul,116,3,-1,0,unknown,no
30,entrepreneur,single,secondary,638,cellular,14,jul,358,6,-1,0,unknown,no
35,technician,divorced,secondary,-870,cellular,14,jul,180,4,-1,0,unknown,no
55,blue-collar,married,primary,284,telephone,14,jul,252,4,-1,0,unknown,no
29,blue-collar,married,secondary,2312,telephone,14,jul,109,3,-1,0,unknown,no
44,management,married,tertiary,58,cellular,14,jul,72,3,-1,0,unknown,no
35,services,married,secondary,819,telephone,14,jul,102,14,-1,0,unknown,no
47,management,married,primary,530,cellular,14,jul,457,3,-1,0,unknown,no
51,technician,married,tertiary,1537,cellular,14,jul,400,3,-1,0,unknown,no
48,blue-collar,single,secondary,339,telephone,14,jul,123,4,-1,0,unknown,no
28,admin.,married,secondary,0,cellular,14,jul,546,2,-1,0,unknown,no
52,blue-collar,divorced,secondary,0,cellular,15,jul,231,2,-1,0,unknown,no
41,blue-collar,married,secondary,514,telephone,15,jul,321,3,-1,0,unknown,no
40,blue-collar,divorced,secondary,-349,cellular,15,jul,31,19,-1,0,unknown,no
29,admin.,married,secondary,1,cellular,15,jul,56,3,-1,0,unknown,no
52,management,married,tertiary,25,cellular,15,jul,170,3,-1,0,unknown,no
37,technician,married,secondary,0,cellular,15,jul,101,3,-1,0,unknown,no
56,management,married,tertiary,1631,cellular,15,jul,376,3,-1,0,unknown,no
58,blue-collar,married,secondary,928,cellular,15,jul,656,3,-1,0,unknown,no
34,services,married,secondary,-353,cellular,15,jul,122,4,-1,0,unknown,no
59,housemaid,married,primary,37,cellular,15,jul,335,2,-1,0,unknown,no
33,entrepreneur,married,secondary,137,cellular,15,jul,136,3,-1,0,unknown,no
42,entrepreneur,married,secondary,324,cellular,15,jul,528,3,-1,0,unknown,no
59,management,married,tertiary,296,cellular,15,jul,805,3,-1,0,unknown,yes
30,management,single,tertiary,13,cellular,15,jul,21,3,-1,0,unknown,no
51,housemaid,married,primary,382,cellular,15,jul,56,3,-1,0,unknown,no
37,blue-collar,married,secondary,0,cellular,15,jul,129,2,-1,0,unknown,no
42,technician,married,secondary,758,cellular,15,jul,129,4,-1,0,unknown,no
40,admin.,married,tertiary,0,cellular,15,jul,125,3,-1,0,unknown,no
52,technician,married,unknown,370,cellular,15,jul,101,2,-1,0,unknown,no
29,entrepreneur,married,secondary,926,cellular,15,jul,169,2,-1,0,unknown,no
37,retired,divorced,secondary,79,cellular,15,jul,110,2,-1,0,unknown,no
32,unemployed,divorced,primary,0,cellular,15,jul,175,4,-1,0,unknown,no
42,blue-collar,married,secondary,-145,cellular,15,jul,231,3,-1,0,unknown,no
49,technician,divorced,secondary,30,cellular,15,jul,439,2,-1,0,unknown,no
59,retired,married,secondary,1121,cellular,15,jul,249,2,-1,0,unknown,no
32,services,married,secondary,1076,cellular,15,jul,353,3,-1,0,unknown,no
43,management,married,tertiary,254,cellular,15,jul,104,3,-1,0,unknown,no
39,services,married,secondary,1930,cellular,15,jul,92,3,-1,0,unknown,no
52,blue-collar,single,primary,0,cellular,15,jul,131,2,-1,0,unknown,no
33,services,divorced,secondary,437,cellular,15,jul,184,2,-1,0,unknown,no
60,retired,married,secondary,0,cellular,15,jul,94,3,-1,0,unknown,no
35,management,divorced,tertiary,286,cellular,15,jul,164,3,-1,0,unknown,no
47,admin.,married,secondary,0,cellular,15,jul,56,4,-1,0,unknown,no
34,services,married,secondary,1005,cellular,15,jul,274,3,-1,0,unknown,no
31,blue-collar,married,secondary,-84,cellular,15,jul,75,4,-1,0,unknown,no
52,entrepreneur,married,secondary,-36,cellular,15,jul,199,4,-1,0,unknown,no
43,entrepreneur,married,secondary,860,cellular,15,jul,131,5,-1,0,unknown,no
38,entrepreneur,married,tertiary,7752,cellular,15,jul,138,4,-1,0,unknown,no
35,blue-collar,single,secondary,3508,cellular,15,jul,94,3,-1,0,unknown,no
53,management,divorced,secondary,425,cellular,15,jul,416,3,-1,0,unknown,no
34,housemaid,married,secondary,390,cellular,15,jul,659,3,-1,0,unknown,no
34,technician,married,secondary,223,cellular,15,jul,202,3,-1,0,unknown,no
41,blue-collar,married,unknown,402,cellular,15,jul,368,2,-1,0,unknown,no
37,housemaid,married,primary,0,telephone,15,jul,265,4,-1,0,unknown,no
61,retired,married,secondary,76,cellular,15,jul,195,7,-1,0,unknown,no
45,technician,married,unknown,557,cellular,15,jul,80,4,-1,0,unknown,no
50,blue-collar,married,secondary,-731,cellular,15,jul,401,4,-1,0,unknown,no
44,admin.,married,secondary,100,cellular,15,jul,71,4,-1,0,unknown,no
59,retired,married,primary,-90,telephone,15,jul,41,5,-1,0,unknown,no
37,management,single,tertiary,24,cellular,15,jul,280,5,-1,0,unknown,no
44,entrepreneur,married,tertiary,468,telephone,15,jul,289,2,-1,0,unknown,no
38,self-employed,married,tertiary,0,cellular,15,jul,77,3,-1,0,unknown,no
41,management,married,tertiary,4,cellular,15,jul,63,2,-1,0,unknown,no
45,admin.,married,secondary,0,telephone,15,jul,533,3,-1,0,unknown,yes
26,blue-collar,married,secondary,155,cellular,15,jul,76,3,-1,0,unknown,no
25,services,single,secondary,333,cellular,15,jul,1056,2,-1,0,unknown,yes
33,services,divorced,unknown,392,cellular,15,jul,753,4,-1,0,unknown,no
56,admin.,married,secondary,105,telephone,15,jul,80,2,-1,0,unknown,no
29,housemaid,married,primary,0,cellular,15,jul,317,3,-1,0,unknown,no
35,blue-collar,divorced,secondary,0,cellular,15,jul,129,2,-1,0,unknown,no
59,blue-collar,divorced,secondary,0,cellular,15,jul,237,4,-1,0,unknown,no
38,services,single,secondary,164,cellular,15,jul,188,3,-1,0,unknown,no
58,management,married,tertiary,3864,cellular,15,jul,815,4,-1,0,unknown,yes
40,entrepreneur,single,secondary,5,cellular,15,jul,117,3,-1,0,unknown,no
37,management,married,tertiary,1094,cellular,15,jul,101,2,-1,0,unknown,no
48,management,married,tertiary,269,cellular,15,jul,109,2,-1,0,unknown,no
41,technician,married,secondary,1321,cellular,15,jul,315,2,-1,0,unknown,no
42,management,married,tertiary,843,cellular,15,jul,226,3,-1,0,unknown,no
26,services,married,secondary,27,telephone,15,jul,49,3,-1,0,unknown,no
51,retired,married,secondary,509,cellular,15,jul,121,4,-1,0,unknown,no
60,retired,married,secondary,1091,telephone,15,jul,778,3,-1,0,unknown,no
41,housemaid,married,secondary,0,cellular,15,jul,368,4,-1,0,unknown,no
40,entrepreneur,married,secondary,0,cellular,15,jul,103,4,-1,0,unknown,no
46,services,married,secondary,311,cellular,15,jul,232,3,-1,0,unknown,no
43,admin.,married,secondary,59,cellular,15,jul,60,3,-1,0,unknown,no
42,management,married,tertiary,-100,cellular,15,jul,87,5,-1,0,unknown,no
31,admin.,married,secondary,10,cellular,15,jul,156,4,-1,0,unknown,no
56,unemployed,divorced,primary,109,cellular,15,jul,924,4,-1,0,unknown,no
29,technician,married,unknown,2,cellular,15,jul,65,3,-1,0,unknown,no
32,management,single,tertiary,752,cellular,15,jul,256,5,-1,0,unknown,no
51,self-employed,married,tertiary,146,cellular,15,jul,132,3,-1,0,unknown,no
60,management,divorced,tertiary,20,telephone,15,jul,207,3,-1,0,unknown,no
53,blue-collar,married,secondary,0,telephone,15,jul,152,4,-1,0,unknown,no
34,blue-collar,married,secondary,291,cellular,15,jul,646,4,-1,0,unknown,no
30,entrepreneur,married,primary,2686,cellular,15,jul,808,3,-1,0,unknown,yes
31,management,married,tertiary,582,cellular,15,jul,58,2,-1,0,unknown,no
42,blue-collar,single,secondary,-178,cellular,15,jul,178,3,-1,0,unknown,no
42,admin.,married,secondary,-1386,cellular,15,jul,56,4,-1,0,unknown,no
43,management,married,tertiary,348,cellular,15,jul,88,3,-1,0,unknown,no
54,retired,divorced,secondary,-57,cellular,15,jul,364,10,-1,0,unknown,no
57,technician,married,secondary,458,cellular,15,jul,177,3,-1,0,unknown,no
38,management,married,tertiary,465,cellular,15,jul,156,4,-1,0,unknown,no
27,unemployed,married,secondary,1228,cellular,15,jul,77,2,-1,0,unknown,no
53,blue-collar,married,primary,4143,cellular,15,jul,200,3,-1,0,unknown,no
46,technician,married,secondary,1590,cellular,15,jul,59,2,-1,0,unknown,no
29,blue-collar,married,secondary,162,cellular,15,jul,126,3,-1,0,unknown,no
53,retired,married,secondary,1278,telephone,15,jul,174,3,-1,0,unknown,no
42,management,married,tertiary,0,cellular,15,jul,133,4,-1,0,unknown,no
53,blue-collar,married,primary,38,cellular,15,jul,321,5,-1,0,unknown,no
36,services,married,secondary,0,cellular,15,jul,201,4,-1,0,unknown,no
36,housemaid,married,secondary,0,telephone,15,jul,571,3,-1,0,unknown,no
36,management,single,tertiary,854,cellular,15,jul,503,6,-1,0,unknown,no
57,admin.,married,secondary,1275,cellular,15,jul,377,4,-1,0,unknown,no
33,technician,married,tertiary,-988,cellular,15,jul,83,3,-1,0,unknown,no
58,technician,married,secondary,0,cellular,15,jul,53,1,-1,0,unknown,no
47,blue-collar,married,primary,683,cellular,15,jul,106,12,-1,0,unknown,no
47,management,divorced,tertiary,1149,cellular,15,jul,82,2,-1,0,unknown,no
40,blue-collar,married,secondary,299,cellular,15,jul,180,4,-1,0,unknown,no
41,technician,married,secondary,1838,cellular,15,jul,135,1,-1,0,unknown,no
34,services,married,secondary,29,cellular,15,jul,387,5,-1,0,unknown,no
45,self-employed,married,tertiary,0,cellular,15,jul,372,4,-1,0,unknown,no
31,blue-collar,married,secondary,-112,cellular,15,jul,128,1,-1,0,unknown,no
34,blue-collar,single,primary,-109,cellular,15,jul,860,4,-1,0,unknown,yes
47,housemaid,married,primary,0,telephone,15,jul,162,1,-1,0,unknown,no
25,services,single,secondary,-352,cellular,15,jul,246,1,-1,0,unknown,no
46,management,married,tertiary,182,cellular,15,jul,317,1,-1,0,unknown,no
42,blue-collar,married,secondary,1,cellular,15,jul,462,1,-1,0,unknown,no
48,blue-collar,married,secondary,729,telephone,15,jul,277,1,-1,0,unknown,no
37,admin.,married,secondary,0,telephone,15,jul,280,6,-1,0,unknown,no
29,management,married,tertiary,0,cellular,15,jul,218,1,-1,0,unknown,no
32,self-employed,married,secondary,217,cellular,15,jul,317,5,-1,0,unknown,no
57,retired,married,primary,1238,cellular,15,jul,274,1,-1,0,unknown,no
34,management,married,tertiary,160,cellular,15,jul,130,1,-1,0,unknown,no
47,blue-collar,married,primary,185,cellular,15,jul,116,5,-1,0,unknown,no
47,management,single,tertiary,512,cellular,15,jul,98,2,-1,0,unknown,no
28,student,married,tertiary,1,cellular,15,jul,92,4,-1,0,unknown,no
41,technician,married,secondary,10438,telephone,15,jul,141,4,-1,0,unknown,no
34,technician,married,secondary,0,cellular,15,jul,144,1,-1,0,unknown,no
36,blue-collar,married,secondary,0,cellular,15,jul,794,1,-1,0,unknown,no
44,admin.,divorced,secondary,4353,cellular,15,jul,90,1,-1,0,unknown,no
43,management,single,tertiary,8224,cellular,15,jul,70,1,-1,0,unknown,no
45,blue-collar,divorced,primary,-207,cellular,15,jul,878,2,-1,0,unknown,yes
52,self-employed,single,primary,217,cellular,15,jul,193,6,-1,0,unknown,no
27,services,single,secondary,1928,cellular,15,jul,513,5,-1,0,unknown,no
27,technician,single,unknown,59,cellular,15,jul,792,4,-1,0,unknown,no
28,unemployed,single,secondary,-34,cellular,15,jul,355,1,-1,0,unknown,no
51,services,divorced,secondary,65,cellular,15,jul,881,1,-1,0,unknown,yes
29,services,single,secondary,153,cellular,15,jul,734,2,-1,0,unknown,no
60,retired,married,secondary,597,cellular,15,jul,981,1,-1,0,unknown,yes
39,blue-collar,married,secondary,0,cellular,15,jul,103,4,-1,0,unknown,no
46,blue-collar,married,primary,174,cellular,15,jul,90,1,-1,0,unknown,no
32,management,divorced,tertiary,222,cellular,15,jul,820,4,-1,0,unknown,yes
51,entrepreneur,married,secondary,-799,cellular,15,jul,1001,3,-1,0,unknown,yes
37,unemployed,single,secondary,1020,cellular,15,jul,348,1,-1,0,unknown,no
59,housemaid,divorced,secondary,122,cellular,15,jul,129,1,-1,0,unknown,no
36,management,married,tertiary,287,cellular,15,jul,119,5,-1,0,unknown,no
33,student,single,tertiary,71,cellular,15,jul,94,4,-1,0,unknown,no
45,services,married,secondary,24,cellular,15,jul,192,3,-1,0,unknown,no
27,admin.,single,secondary,454,cellular,15,jul,331,2,-1,0,unknown,no
36,blue-collar,married,secondary,-231,cellular,15,jul,779,2,-1,0,unknown,no
29,management,married,tertiary,0,telephone,15,jul,91,2,-1,0,unknown,no
43,entrepreneur,married,tertiary,1,cellular,15,jul,61,2,-1,0,unknown,no
35,management,married,tertiary,300,cellular,15,jul,555,2,-1,0,unknown,no
41,admin.,married,tertiary,226,cellular,15,jul,157,5,-1,0,unknown,no
25,technician,single,secondary,534,cellular,15,jul,167,7,-1,0,unknown,no
36,management,single,tertiary,112,cellular,15,jul,83,2,-1,0,unknown,no
43,technician,single,tertiary,1154,cellular,15,jul,603,11,-1,0,unknown,no
60,management,married,primary,0,cellular,15,jul,111,8,-1,0,unknown,no
31,unemployed,married,secondary,31,cellular,15,jul,211,6,-1,0,unknown,no
38,housemaid,married,secondary,0,cellular,15,jul,105,7,-1,0,unknown,no
37,management,divorced,tertiary,1775,cellular,15,jul,514,5,-1,0,unknown,yes
